Campaign_ID,Company,Campaigns,Channels,Acquisition_Cost,ROI,Performance_level,Clicks,Impressions,Conversions,Conversion_Rate,Engagement_Score,Customer_Segment,Gender,Age,Location,Started_day,Duration_days,End_day,Month,Month_fullname,Mon_name
646,Innovate Industries,Email,Facebook,18673,6.04,Good,964,3756,125,0.13,5,Foodies,Women,25-34,Houston,2021-10-08,60,2021-12-07,10,October,Oct
647,DataTech Solutions,Social Media,Google Ads,16853,4.2,Good,174,9853,17,0.1,10,Outdoor Adventurers,Women,25-34,Los Angeles,2021-10-09,30,2021-11-08,10,October,Oct
648,NexGen Systems,Influencer,Google Ads,18729,2.65,Poor,373,6003,52,0.14,2,Foodies,Women,25-34,Houston,2021-10-10,60,2021-12-09,10,October,Oct
649,Innovate Industries,Email,Facebook,8832,6.62,Good,268,9943,24,0.09,1,Outdoor Adventurers,Women,35-44,Miami,2021-10-11,15,2021-10-26,10,October,Oct
650,Innovate Industries,Email,Google Ads,11318,4.56,Good,177,6571,21,0.12,10,Outdoor Adventurers,Women,25-34,Chicago,2021-10-12,60,2021-12-11,10,October,Oct
651,DataTech Solutions,Display,Facebook,8396,7.53,Excellent,345,5864,28,0.08,7,Fashionistas,Both,All ages,New York,2021-10-13,30,2021-11-12,10,October,Oct
652,NexGen Systems,Display,Email,16132,4.4,Good,205,2828,18,0.09,1,Fashionistas,Both,All ages,Houston,2021-10-14,30,2021-11-13,10,October,Oct
653,Innovate Industries,Social Media,YouTube,8972,7.75,Excellent,963,3148,106,0.11,6,Fashionistas,Men,18-24,Houston,2021-10-15,15,2021-10-30,10,October,Oct
654,DataTech Solutions,Search,Facebook,6117,2.75,Poor,754,5592,8,0.01,5,Outdoor Adventurers,Women,35-44,Los Angeles,2021-10-16,30,2021-11-15,10,October,Oct
655,DataTech Solutions,Email,YouTube,8036,4.14,Good,304,8555,24,0.08,6,Tech Enthusiasts,Both,All ages,Houston,2021-10-17,60,2021-12-16,10,October,Oct
656,Innovate Industries,Influencer,Instagram,6987,4.06,Good,212,9956,17,0.08,6,Fashionistas,Both,All ages,Chicago,2021-10-18,60,2021-12-17,10,October,Oct
657,Innovate Industries,Influencer,Instagram,6760,7.88,Excellent,322,1804,19,0.06,2,Fashionistas,Both,All ages,Los Angeles,2021-10-19,30,2021-11-18,10,October,Oct
658,Alpha Innovations,Influencer,Website,13907,6.77,Good,563,8425,17,0.03,3,Health & Wellness,Women,25-34,Miami,2021-10-20,15,2021-11-04,10,October,Oct
659,DataTech Solutions,Search,Facebook,19441,3.91,Poor,187,4482,22,0.12,8,Outdoor Adventurers,Women,35-44,Houston,2021-10-21,60,2021-12-20,10,October,Oct
660,DataTech Solutions,Social Media,Website,10535,2.91,Poor,334,9784,43,0.13,5,Foodies,Men,25-34,Los Angeles,2021-10-22,45,2021-12-06,10,October,Oct
661,Innovate Industries,Influencer,Facebook,7254,5.04,Good,302,9367,33,0.11,9,Fashionistas,Men,18-24,Chicago,2021-10-23,30,2021-11-22,10,October,Oct
662,DataTech Solutions,Email,Google Ads,17392,2.39,Poor,628,7721,31,0.05,4,Tech Enthusiasts,Men,18-24,Houston,2021-10-24,15,2021-11-08,10,October,Oct
663,DataTech Solutions,Influencer,Email,11298,5.46,Good,521,8717,73,0.14,1,Outdoor Adventurers,Men,25-34,Los Angeles,2021-10-25,15,2021-11-09,10,October,Oct
664,TechCorp,Social Media,Google Ads,11082,5.4,Good,464,3353,37,0.08,3,Foodies,Men,18-24,Chicago,2021-10-26,45,2021-12-10,10,October,Oct
665,TechCorp,Display,Facebook,18746,4.84,Good,903,3552,99,0.11,10,Tech Enthusiasts,Women,35-44,New York,2021-10-27,60,2021-12-26,10,October,Oct
666,Innovate Industries,Social Media,YouTube,13923,7.28,Excellent,176,8629,23,0.13,3,Tech Enthusiasts,Both,All ages,Los Angeles,2021-10-28,30,2021-11-27,10,October,Oct
667,TechCorp,Influencer,Email,18157,5.3,Good,190,6917,19,0.1,7,Tech Enthusiasts,Women,35-44,Miami,2021-10-29,30,2021-11-28,10,October,Oct
668,Innovate Industries,Search,Website,6920,7.09,Excellent,942,9530,141,0.15,2,Health & Wellness,Men,18-24,Miami,2021-10-30,30,2021-11-29,10,October,Oct
669,Alpha Innovations,Influencer,Google Ads,17162,7.43,Excellent,912,1209,64,0.07,3,Foodies,Women,35-44,Chicago,2021-10-31,15,2021-11-15,10,October,Oct
670,TechCorp,Email,YouTube,12918,3.84,Poor,694,3157,76,0.11,2,Fashionistas,Both,All ages,Miami,2021-11-01,30,2021-12-01,11,November,Nov
671,TechCorp,Influencer,Facebook,9323,2.13,Poor,118,6439,4,0.03,6,Outdoor Adventurers,Men,18-24,Los Angeles,2021-11-02,45,2021-12-17,11,November,Nov
672,NexGen Systems,Influencer,Email,9800,4.74,Good,448,1895,63,0.14,5,Tech Enthusiasts,Women,25-34,Los Angeles,2021-11-03,30,2021-12-03,11,November,Nov
673,TechCorp,Display,Facebook,16870,7.83,Excellent,728,1636,109,0.15,2,Tech Enthusiasts,Women,25-34,Chicago,2021-11-04,15,2021-11-19,11,November,Nov
674,NexGen Systems,Social Media,Instagram,6312,4.62,Good,208,8837,27,0.13,7,Foodies,Women,25-34,Chicago,2021-11-05,30,2021-12-05,11,November,Nov
675,Alpha Innovations,Influencer,Facebook,7239,3.16,Poor,640,3565,90,0.14,1,Health & Wellness,Both,All ages,New York,2021-11-06,60,2022-01-05,11,November,Nov
676,NexGen Systems,Email,Email,19021,4.19,Good,371,9059,11,0.03,9,Outdoor Adventurers,Women,35-44,Miami,2021-11-07,15,2021-11-22,11,November,Nov
677,Innovate Industries,Influencer,Email,10549,5.73,Good,106,7954,5,0.05,9,Tech Enthusiasts,Women,25-34,New York,2021-11-08,15,2021-11-23,11,November,Nov
678,Innovate Industries,Social Media,Email,6813,3.63,Poor,612,2006,12,0.02,6,Outdoor Adventurers,Men,18-24,Chicago,2021-11-09,30,2021-12-09,11,November,Nov
679,TechCorp,Influencer,Email,12425,4.22,Good,782,6136,109,0.14,9,Health & Wellness,Both,All ages,Los Angeles,2021-11-10,30,2021-12-10,11,November,Nov
680,NexGen Systems,Email,Email,17496,2.06,Poor,532,7955,74,0.14,10,Outdoor Adventurers,Women,25-34,Chicago,2021-11-11,30,2021-12-11,11,November,Nov
681,NexGen Systems,Influencer,Website,8735,3.27,Poor,971,7554,107,0.11,5,Fashionistas,Women,25-34,Miami,2021-11-12,30,2021-12-12,11,November,Nov
682,Innovate Industries,Social Media,Facebook,8857,5.67,Good,311,8472,22,0.07,2,Tech Enthusiasts,Men,18-24,Houston,2021-11-13,60,2022-01-12,11,November,Nov
683,TechCorp,Social Media,Google Ads,12375,7.25,Excellent,444,7130,13,0.03,9,Tech Enthusiasts,Men,18-24,Miami,2021-11-14,15,2021-11-29,11,November,Nov
684,NexGen Systems,Influencer,Facebook,15892,7.18,Excellent,729,3777,29,0.04,5,Tech Enthusiasts,Both,All ages,Los Angeles,2021-11-15,45,2021-12-30,11,November,Nov
685,NexGen Systems,Search,Google Ads,8066,6.61,Good,409,1883,8,0.02,3,Fashionistas,Women,25-34,Houston,2021-11-16,60,2022-01-15,11,November,Nov
686,NexGen Systems,Display,YouTube,11101,4.88,Good,183,3224,18,0.1,6,Fashionistas,Women,35-44,New York,2021-11-17,60,2022-01-16,11,November,Nov
687,DataTech Solutions,Social Media,Google Ads,11263,2.92,Poor,932,5532,103,0.11,6,Tech Enthusiasts,Men,18-24,New York,2021-11-18,15,2021-12-03,11,November,Nov
688,NexGen Systems,Social Media,Google Ads,17126,5.83,Good,549,6614,71,0.13,8,Foodies,Women,35-44,Houston,2021-11-19,15,2021-12-04,11,November,Nov
689,DataTech Solutions,Social Media,Google Ads,19313,7.21,Excellent,280,6300,28,0.1,3,Foodies,Men,18-24,Los Angeles,2021-11-20,30,2021-12-20,11,November,Nov
690,NexGen Systems,Search,Email,14499,5.59,Good,264,8994,18,0.07,6,Outdoor Adventurers,Women,35-44,Los Angeles,2021-11-21,30,2021-12-21,11,November,Nov
691,NexGen Systems,Search,Instagram,12109,4.46,Good,864,3535,121,0.14,6,Outdoor Adventurers,Men,18-24,Chicago,2021-11-22,60,2022-01-21,11,November,Nov
692,TechCorp,Influencer,Website,12915,4.5,Good,892,9877,45,0.05,9,Foodies,Men,25-34,Miami,2021-11-23,45,2022-01-07,11,November,Nov
693,NexGen Systems,Social Media,Facebook,10972,2.2,Poor,173,6960,5,0.03,2,Outdoor Adventurers,Men,18-24,Miami,2021-11-24,45,2022-01-08,11,November,Nov
694,TechCorp,Display,Google Ads,17146,4.22,Good,763,7841,31,0.04,5,Fashionistas,Men,18-24,Chicago,2021-11-25,60,2022-01-24,11,November,Nov
695,Innovate Industries,Display,YouTube,16826,5.39,Good,984,1672,108,0.11,10,Foodies,Women,25-34,Los Angeles,2021-11-26,15,2021-12-11,11,November,Nov
696,Innovate Industries,Email,Instagram,19876,2.41,Poor,866,3988,17,0.02,5,Health & Wellness,Both,All ages,Chicago,2021-11-27,30,2021-12-27,11,November,Nov
697,DataTech Solutions,Social Media,Google Ads,10029,7.96,Excellent,301,8024,33,0.11,5,Foodies,Women,25-34,New York,2021-11-28,30,2021-12-28,11,November,Nov
698,DataTech Solutions,Influencer,Instagram,11064,3.24,Poor,661,2351,93,0.14,10,Tech Enthusiasts,Men,25-34,Los Angeles,2021-11-29,30,2021-12-29,11,November,Nov
699,Innovate Industries,Display,Google Ads,6504,6.7,Good,123,9300,18,0.15,6,Tech Enthusiasts,Men,18-24,Houston,2021-11-30,15,2021-12-15,11,November,Nov
700,Alpha Innovations,Influencer,YouTube,19844,5.01,Good,693,1242,42,0.06,4,Foodies,Men,18-24,Los Angeles,2021-12-01,60,2022-01-30,12,December,Dec
701,Alpha Innovations,Influencer,YouTube,12443,3.05,Poor,186,1782,7,0.04,6,Foodies,Both,All ages,New York,2021-12-02,45,2022-01-16,12,December,Dec
702,NexGen Systems,Display,Instagram,5864,3.85,Poor,201,5840,24,0.12,8,Tech Enthusiasts,Women,35-44,Chicago,2021-12-03,30,2022-01-02,12,December,Dec
703,Alpha Innovations,Social Media,YouTube,14556,4.97,Good,993,2146,10,0.01,8,Health & Wellness,Both,All ages,Los Angeles,2021-12-04,60,2022-02-02,12,December,Dec
704,TechCorp,Social Media,Google Ads,15732,5.85,Good,591,4368,71,0.12,8,Outdoor Adventurers,Men,25-34,New York,2021-12-05,15,2021-12-20,12,December,Dec
705,TechCorp,Influencer,Google Ads,7257,4.42,Good,211,8406,21,0.1,10,Health & Wellness,Men,25-34,Houston,2021-12-06,30,2022-01-05,12,December,Dec
706,TechCorp,Display,Email,8413,4.52,Good,618,8242,6,0.01,7,Health & Wellness,Both,All ages,New York,2021-12-07,60,2022-02-05,12,December,Dec
707,Alpha Innovations,Email,Instagram,15437,5.3,Good,507,7161,66,0.13,10,Foodies,Men,25-34,New York,2021-12-08,15,2021-12-23,12,December,Dec
708,Innovate Industries,Social Media,YouTube,18666,4.57,Good,945,7815,57,0.06,6,Health & Wellness,Women,35-44,New York,2021-12-09,15,2021-12-24,12,December,Dec
709,Innovate Industries,Display,Website,7595,6.41,Good,369,2900,44,0.12,8,Tech Enthusiasts,Men,25-34,Miami,2021-12-10,15,2021-12-25,12,December,Dec
710,TechCorp,Email,YouTube,6113,7.76,Excellent,652,6740,72,0.11,4,Foodies,Men,25-34,Chicago,2021-12-11,30,2022-01-10,12,December,Dec
711,DataTech Solutions,Email,YouTube,11708,2.19,Poor,574,8846,69,0.12,7,Foodies,Women,35-44,Los Angeles,2021-12-12,15,2021-12-27,12,December,Dec
712,DataTech Solutions,Display,Instagram,14993,7.12,Excellent,858,3587,120,0.14,7,Foodies,Men,18-24,Los Angeles,2021-12-13,60,2022-02-11,12,December,Dec
713,NexGen Systems,Influencer,Email,8801,7.14,Excellent,131,1992,12,0.09,7,Health & Wellness,Men,18-24,Los Angeles,2021-12-14,60,2022-02-12,12,December,Dec
714,DataTech Solutions,Influencer,Email,17067,3.37,Poor,629,2321,94,0.15,5,Tech Enthusiasts,Men,18-24,New York,2021-12-15,15,2021-12-30,12,December,Dec
715,Alpha Innovations,Display,Facebook,7268,5.73,Good,856,7009,111,0.13,1,Outdoor Adventurers,Men,18-24,New York,2021-12-16,15,2021-12-31,12,December,Dec
716,Innovate Industries,Display,Email,6091,3.53,Poor,940,1128,38,0.04,4,Outdoor Adventurers,Men,18-24,Los Angeles,2021-12-17,15,2022-01-01,12,December,Dec
717,TechCorp,Search,YouTube,5960,7.78,Excellent,400,9553,24,0.06,7,Tech Enthusiasts,Both,All ages,Houston,2021-12-18,45,2022-02-01,12,December,Dec
718,DataTech Solutions,Influencer,Instagram,7382,2.28,Poor,678,6349,88,0.13,7,Tech Enthusiasts,Women,25-34,Houston,2021-12-19,30,2022-01-18,12,December,Dec
719,NexGen Systems,Social Media,Instagram,7184,2.42,Poor,525,7470,74,0.14,8,Fashionistas,Men,25-34,Chicago,2021-12-20,30,2022-01-19,12,December,Dec
720,NexGen Systems,Influencer,YouTube,15462,4.38,Good,722,9428,101,0.14,1,Outdoor Adventurers,Women,35-44,Houston,2021-12-21,30,2022-01-20,12,December,Dec
721,DataTech Solutions,Search,Google Ads,19773,4.28,Good,243,6215,7,0.03,3,Fashionistas,Men,25-34,Miami,2021-12-22,45,2022-02-05,12,December,Dec
722,Innovate Industries,Display,Website,11738,5.92,Good,628,7525,82,0.13,9,Tech Enthusiasts,Men,25-34,Los Angeles,2021-12-23,15,2022-01-07,12,December,Dec
723,DataTech Solutions,Influencer,Email,13594,6.62,Good,300,7244,30,0.1,6,Outdoor Adventurers,Women,35-44,Los Angeles,2021-12-24,30,2022-01-23,12,December,Dec
724,TechCorp,Social Media,Facebook,11047,5.65,Good,427,6252,17,0.04,7,Foodies,Men,18-24,Houston,2021-12-25,45,2022-02-08,12,December,Dec
725,TechCorp,Social Media,Facebook,7319,6.04,Good,269,3575,8,0.03,2,Health & Wellness,Both,All ages,Houston,2021-12-26,60,2022-02-24,12,December,Dec
726,Alpha Innovations,Display,Website,19697,3.25,Poor,398,5910,20,0.05,7,Health & Wellness,Women,25-34,Los Angeles,2021-12-27,45,2022-02-10,12,December,Dec
727,Innovate Industries,Email,Instagram,10227,4.06,Good,477,9097,24,0.05,1,Outdoor Adventurers,Men,18-24,Chicago,2021-12-28,30,2022-01-27,12,December,Dec
728,Alpha Innovations,Search,Email,5376,4.8,Good,351,3864,21,0.06,7,Outdoor Adventurers,Women,25-34,Miami,2021-12-29,45,2022-02-12,12,December,Dec
729,TechCorp,Display,Instagram,18790,3.51,Poor,504,4228,66,0.13,1,Health & Wellness,Men,18-24,Houston,2021-12-30,15,2022-01-14,12,December,Dec
730,NexGen Systems,Search,Google Ads,11628,6.56,Good,868,3838,122,0.14,9,Health & Wellness,Both,All ages,Chicago,2021-12-31,45,2022-02-14,12,December,Dec
731,NexGen Systems,Email,Google Ads,18335,3.53,Poor,448,9779,27,0.06,3,Tech Enthusiasts,Women,25-34,Los Angeles,2021-01-01,15,2021-01-16,1,January,Jan
732,NexGen Systems,Influencer,Facebook,14594,6.78,Good,381,3706,46,0.12,7,Foodies,Men,18-24,Los Angeles,2021-01-02,15,2021-01-17,1,January,Jan
733,NexGen Systems,Influencer,Website,15973,6.81,Good,556,2878,44,0.08,1,Outdoor Adventurers,Women,25-34,Chicago,2021-01-03,60,2021-03-04,1,January,Jan
734,TechCorp,Social Media,Instagram,15101,2.91,Poor,497,4385,50,0.1,3,Health & Wellness,Women,35-44,Los Angeles,2021-01-04,15,2021-01-19,1,January,Jan
735,NexGen Systems,Email,Website,10122,6.02,Good,418,3665,33,0.08,1,Fashionistas,Men,25-34,Miami,2021-01-05,30,2021-02-04,1,January,Jan
736,DataTech Solutions,Display,Website,7802,4.18,Good,621,7180,93,0.15,1,Foodies,Women,25-34,New York,2021-01-06,60,2021-03-07,1,January,Jan
737,Alpha Innovations,Influencer,Facebook,13662,4.87,Good,705,4721,28,0.04,10,Foodies,Women,35-44,Miami,2021-01-07,45,2021-02-21,1,January,Jan
738,NexGen Systems,Search,Instagram,19207,4.88,Good,284,6664,34,0.12,8,Fashionistas,Men,18-24,Houston,2021-01-08,60,2021-03-09,1,January,Jan
739,Alpha Innovations,Influencer,Email,9328,5.67,Good,241,1268,10,0.04,1,Foodies,Men,25-34,Houston,2021-01-09,15,2021-01-24,1,January,Jan
740,Alpha Innovations,Email,Facebook,9558,5.06,Good,360,4728,47,0.13,8,Fashionistas,Men,25-34,New York,2021-01-10,15,2021-01-25,1,January,Jan
741,DataTech Solutions,Display,Instagram,10631,5.28,Good,293,9534,35,0.12,10,Fashionistas,Men,18-24,Houston,2021-01-11,30,2021-02-10,1,January,Jan
742,Alpha Innovations,Email,Google Ads,19902,7.65,Excellent,464,9991,19,0.04,3,Outdoor Adventurers,Men,18-24,Chicago,2021-01-12,15,2021-01-27,1,January,Jan
743,TechCorp,Search,Facebook,7086,6.02,Good,624,5869,37,0.06,9,Health & Wellness,Both,All ages,Los Angeles,2021-01-13,60,2021-03-14,1,January,Jan
744,DataTech Solutions,Social Media,Website,11332,2.34,Poor,968,9725,106,0.11,5,Fashionistas,Women,35-44,Chicago,2021-01-14,60,2021-03-15,1,January,Jan
745,Alpha Innovations,Influencer,Instagram,15817,2.5,Poor,617,5480,56,0.09,6,Foodies,Men,25-34,New York,2021-01-15,30,2021-02-14,1,January,Jan
746,TechCorp,Influencer,Instagram,17001,7.95,Excellent,377,1655,23,0.06,6,Tech Enthusiasts,Men,25-34,Miami,2021-01-16,60,2021-03-17,1,January,Jan
747,Innovate Industries,Influencer,Facebook,13659,4.55,Good,328,6789,16,0.05,7,Outdoor Adventurers,Women,25-34,Houston,2021-01-17,45,2021-03-03,1,January,Jan
748,Alpha Innovations,Influencer,YouTube,18557,6.85,Good,194,9701,25,0.13,5,Tech Enthusiasts,Men,18-24,Houston,2021-01-18,60,2021-03-19,1,January,Jan
749,TechCorp,Display,YouTube,5875,5.01,Good,776,9382,39,0.05,8,Fashionistas,Women,25-34,Miami,2021-01-19,15,2021-02-03,1,January,Jan
750,DataTech Solutions,Display,Google Ads,10556,3.51,Poor,761,2186,114,0.15,7,Health & Wellness,Men,18-24,Chicago,2021-01-20,45,2021-03-06,1,January,Jan
751,Innovate Industries,Search,Instagram,11526,6.19,Good,289,5038,26,0.09,7,Fashionistas,Both,All ages,Los Angeles,2021-01-21,60,2021-03-22,1,January,Jan
752,Alpha Innovations,Display,YouTube,13264,5.73,Good,364,4288,18,0.05,3,Tech Enthusiasts,Men,18-24,Chicago,2021-01-22,45,2021-03-08,1,January,Jan
753,TechCorp,Influencer,Facebook,18963,6.72,Good,452,6828,9,0.02,7,Tech Enthusiasts,Women,35-44,Miami,2021-01-23,45,2021-03-09,1,January,Jan
754,NexGen Systems,Social Media,Email,12159,5.39,Good,344,7327,17,0.05,5,Tech Enthusiasts,Men,18-24,Miami,2021-01-24,60,2021-03-25,1,January,Jan
755,TechCorp,Influencer,Email,15039,3.66,Poor,679,6655,61,0.09,3,Tech Enthusiasts,Women,35-44,New York,2021-01-25,60,2021-03-26,1,January,Jan
756,Alpha Innovations,Social Media,YouTube,7113,4.29,Good,268,4346,11,0.04,4,Foodies,Women,35-44,Los Angeles,2021-01-26,45,2021-03-12,1,January,Jan
757,DataTech Solutions,Display,Email,13504,2.01,Poor,561,4474,67,0.12,7,Health & Wellness,Women,25-34,New York,2021-01-27,60,2021-03-28,1,January,Jan
758,DataTech Solutions,Influencer,YouTube,5475,5.65,Good,265,7782,8,0.03,3,Health & Wellness,Women,35-44,Chicago,2021-01-28,15,2021-02-12,1,January,Jan
759,Innovate Industries,Email,Website,12252,7.84,Excellent,816,4036,33,0.04,10,Outdoor Adventurers,Both,All ages,Chicago,2021-01-29,45,2021-03-15,1,January,Jan
760,Innovate Industries,Display,Email,5708,6.73,Good,606,1545,85,0.14,10,Outdoor Adventurers,Women,35-44,Chicago,2021-01-30,15,2021-02-14,1,January,Jan
761,Alpha Innovations,Email,YouTube,11148,3.2,Poor,602,1014,72,0.12,1,Foodies,Women,35-44,Houston,2021-01-31,30,2021-03-02,1,January,Jan
762,Innovate Industries,Display,Google Ads,13061,2.54,Poor,452,3613,32,0.07,9,Foodies,Both,All ages,New York,2021-02-01,30,2021-03-03,2,February,Feb
763,DataTech Solutions,Search,YouTube,10573,2.78,Poor,217,3794,26,0.12,8,Fashionistas,Both,All ages,Miami,2021-02-02,45,2021-03-19,2,February,Feb
764,Innovate Industries,Influencer,Instagram,9575,3.52,Poor,162,4208,10,0.06,2,Outdoor Adventurers,Both,All ages,Miami,2021-02-03,15,2021-02-18,2,February,Feb
765,NexGen Systems,Influencer,Email,8008,5.33,Good,623,3711,56,0.09,8,Foodies,Men,25-34,Miami,2021-02-04,45,2021-03-21,2,February,Feb
766,DataTech Solutions,Email,Facebook,16287,6.86,Good,372,9861,11,0.03,8,Fashionistas,Both,All ages,Miami,2021-02-05,60,2021-04-06,2,February,Feb
767,DataTech Solutions,Display,Google Ads,11570,5.99,Good,502,2301,65,0.13,7,Health & Wellness,Men,18-24,Chicago,2021-02-06,30,2021-03-08,2,February,Feb
768,Innovate Industries,Influencer,YouTube,8166,4.48,Good,300,9023,9,0.03,3,Tech Enthusiasts,Both,All ages,Miami,2021-02-07,15,2021-02-22,2,February,Feb
769,Innovate Industries,Influencer,Email,13683,4.27,Good,434,4834,26,0.06,1,Outdoor Adventurers,Men,25-34,New York,2021-02-08,45,2021-03-25,2,February,Feb
770,NexGen Systems,Influencer,YouTube,15917,7.26,Excellent,502,1773,45,0.09,2,Foodies,Men,18-24,Houston,2021-02-09,30,2021-03-11,2,February,Feb
771,NexGen Systems,Search,YouTube,8459,3.25,Poor,332,7047,27,0.08,2,Tech Enthusiasts,Women,35-44,New York,2021-02-10,15,2021-02-25,2,February,Feb
772,Alpha Innovations,Email,Instagram,16990,7.18,Excellent,802,9908,48,0.06,5,Outdoor Adventurers,Women,35-44,Miami,2021-02-11,45,2021-03-28,2,February,Feb
773,Alpha Innovations,Social Media,YouTube,19156,5.65,Good,236,3195,24,0.1,3,Foodies,Both,All ages,Houston,2021-02-12,45,2021-03-29,2,February,Feb
774,NexGen Systems,Influencer,YouTube,5478,4.12,Good,826,5368,91,0.11,6,Health & Wellness,Women,25-34,Miami,2021-02-13,15,2021-02-28,2,February,Feb
775,Alpha Innovations,Display,YouTube,14132,5.76,Good,146,2864,16,0.11,7,Health & Wellness,Women,35-44,Chicago,2021-02-14,60,2021-04-15,2,February,Feb
776,DataTech Solutions,Search,Instagram,5217,6.34,Good,398,7812,40,0.1,6,Foodies,Women,35-44,Houston,2021-02-15,15,2021-03-02,2,February,Feb
777,NexGen Systems,Social Media,Website,11990,2.63,Poor,382,5589,42,0.11,2,Foodies,Both,All ages,Miami,2021-02-16,30,2021-03-18,2,February,Feb
778,TechCorp,Social Media,Instagram,5156,3.19,Poor,492,7687,20,0.04,4,Tech Enthusiasts,Women,35-44,Los Angeles,2021-02-17,45,2021-04-03,2,February,Feb
779,DataTech Solutions,Email,Website,14399,3.59,Poor,619,8791,31,0.05,1,Foodies,Women,35-44,Chicago,2021-02-18,15,2021-03-05,2,February,Feb
780,Innovate Industries,Display,YouTube,6232,3.09,Poor,660,5207,40,0.06,4,Health & Wellness,Women,35-44,Miami,2021-02-19,60,2021-04-20,2,February,Feb
781,NexGen Systems,Display,YouTube,6782,7.29,Excellent,268,5821,5,0.02,3,Health & Wellness,Women,25-34,Houston,2021-02-20,15,2021-03-07,2,February,Feb
782,Alpha Innovations,Display,Email,5587,7.87,Excellent,891,4082,71,0.08,7,Outdoor Adventurers,Both,All ages,New York,2021-02-21,15,2021-03-08,2,February,Feb
783,Innovate Industries,Display,YouTube,19025,6.36,Good,599,1174,84,0.14,7,Health & Wellness,Women,25-34,Miami,2021-02-22,60,2021-04-23,2,February,Feb
784,DataTech Solutions,Search,Instagram,18273,7.36,Excellent,630,8961,13,0.02,6,Tech Enthusiasts,Women,25-34,New York,2021-02-23,30,2021-03-25,2,February,Feb
785,Alpha Innovations,Influencer,Google Ads,6966,2.33,Poor,942,9262,113,0.12,5,Fashionistas,Women,35-44,New York,2021-02-24,45,2021-04-10,2,February,Feb
786,Innovate Industries,Influencer,YouTube,18318,6.26,Good,266,9860,37,0.14,8,Tech Enthusiasts,Men,25-34,Los Angeles,2021-02-25,30,2021-03-27,2,February,Feb
787,TechCorp,Display,Email,10627,5.76,Good,663,4217,33,0.05,2,Outdoor Adventurers,Both,All ages,Houston,2021-02-26,60,2021-04-27,2,February,Feb
788,Innovate Industries,Social Media,Instagram,7471,4.19,Good,423,5776,30,0.07,3,Health & Wellness,Men,18-24,Miami,2021-02-27,60,2021-04-28,2,February,Feb
789,Innovate Industries,Search,Email,5973,6.88,Good,287,8737,20,0.07,9,Health & Wellness,Women,25-34,Houston,2021-02-28,45,2021-04-14,2,February,Feb
790,DataTech Solutions,Search,YouTube,13069,4.31,Good,675,4947,34,0.05,7,Health & Wellness,Men,25-34,Los Angeles,2021-03-01,45,2021-04-15,3,March,Mar
791,Alpha Innovations,Social Media,Website,17626,7.38,Excellent,302,6973,30,0.1,2,Health & Wellness,Women,25-34,Miami,2021-03-02,30,2021-04-01,3,March,Mar
792,NexGen Systems,Email,Google Ads,14320,7.82,Excellent,129,2025,18,0.14,10,Health & Wellness,Men,18-24,Houston,2021-03-03,30,2021-04-02,3,March,Mar
793,NexGen Systems,Social Media,Facebook,13065,5.69,Good,978,1617,59,0.06,5,Outdoor Adventurers,Both,All ages,Houston,2021-03-04,15,2021-03-19,3,March,Mar
794,Innovate Industries,Display,Website,8877,2.96,Poor,389,3772,47,0.12,8,Foodies,Both,All ages,Chicago,2021-03-05,60,2021-05-04,3,March,Mar
795,Alpha Innovations,Search,Facebook,10485,5.43,Good,826,2286,107,0.13,6,Foodies,Both,All ages,Houston,2021-03-06,60,2021-05-05,3,March,Mar
796,NexGen Systems,Display,Facebook,8079,6.95,Good,912,5938,119,0.13,7,Tech Enthusiasts,Both,All ages,Miami,2021-03-07,30,2021-04-06,3,March,Mar
797,DataTech Solutions,Influencer,Website,10897,4.15,Good,717,7714,86,0.12,8,Health & Wellness,Women,35-44,Houston,2021-03-08,30,2021-04-07,3,March,Mar
798,DataTech Solutions,Email,Website,15050,2.64,Poor,760,3875,76,0.1,1,Fashionistas,Women,35-44,Los Angeles,2021-03-09,45,2021-04-23,3,March,Mar
799,DataTech Solutions,Social Media,Google Ads,15805,4.41,Good,991,2560,59,0.06,8,Tech Enthusiasts,Women,25-34,Houston,2021-03-10,60,2021-05-09,3,March,Mar
800,TechCorp,Display,YouTube,10188,3.12,Poor,424,5019,38,0.09,4,Health & Wellness,Both,All ages,New York,2021-03-11,30,2021-04-10,3,March,Mar
801,DataTech Solutions,Search,YouTube,5525,4.49,Good,721,5015,22,0.03,4,Foodies,Women,25-34,New York,2021-03-12,15,2021-03-27,3,March,Mar
802,TechCorp,Influencer,Facebook,7717,3.45,Poor,818,1522,106,0.13,8,Health & Wellness,Men,18-24,Miami,2021-03-13,15,2021-03-28,3,March,Mar
803,TechCorp,Display,Instagram,12548,7.65,Excellent,505,6839,30,0.06,1,Fashionistas,Women,35-44,New York,2021-03-14,30,2021-04-13,3,March,Mar
804,NexGen Systems,Display,Instagram,15640,5.01,Good,525,6399,37,0.07,7,Outdoor Adventurers,Women,25-34,Houston,2021-03-15,45,2021-04-29,3,March,Mar
805,TechCorp,Social Media,YouTube,10245,7.82,Excellent,252,9223,10,0.04,2,Tech Enthusiasts,Women,35-44,Chicago,2021-03-16,60,2021-05-15,3,March,Mar
